group,n_images,lap_var_mean,lap_var_sd,hf_ratio_mean,hf_ratio_sd,resid_rms_mean,resid_rms_sd,noise_index_mean,noise_index_sd
ALL,100,0.018849,0.011827,0.009095,0.004196,0.029368,0.007287,43.18,28.08
