group,path,width,height,lap_var,hf_ratio,resid_rms,lap_var_scaled,hf_ratio_scaled,resid_rms_scaled,noise_index
Billig_jeans_(feat__Linni),all_images_h2/prompt-frozen_steps-10/Billig_jeans_(feat__Linni)_20250818_175202.png,1024,1024,0.032967,0.015371,0.03818,0.837325,0.944489,0.839795,87.39
Billig_jeans_(feat__Linni),all_images_h2/prompt-frozen_steps-10/Billig_jeans_(feat__Linni)_20250818_175301.png,1024,1024,0.038075,0.018835,0.04185,0.989599,1.0,0.996763,99.55
Billig_jeans_(feat__Linni),all_images_h2/prompt-frozen_steps-10/Billig_jeans_(feat__Linni)_20250818_175400.png,1024,1024,0.013841,0.011965,0.029051,0.26711,0.67557,0.449382,46.4
Billig_jeans_(feat__Linni),all_images_h2/prompt-frozen_steps-10/Billig_jeans_(feat__Linni)_20250818_175458.png,1024,1024,0.0115,0.007358,0.024766,0.197321,0.311767,0.266103,25.84
Billig_jeans_(feat__Linni),all_images_h2/prompt-frozen_steps-10/Billig_jeans_(feat__Linni)_20250818_175553.png,1024,1024,0.012384,0.010368,0.027722,0.223678,0.549469,0.39255,38.86
Billig_jeans_(feat__Linni),all_images_h2/prompt-frozen_steps-10/Billig_jeans_(feat__Linni)_20250818_175649.png,1024,1024,0.008988,0.00629,0.02248,0.122443,0.227462,0.168356,17.28
Billig_jeans_(feat__Linni),all_images_h2/prompt-frozen_steps-10/Billig_jeans_(feat__Linni)_20250818_175735.png,1024,1024,0.021959,0.011605,0.033609,0.509131,0.64712,0.644315,60.02
Billig_jeans_(feat__Linni),all_images_h2/prompt-frozen_steps-10/Billig_jeans_(feat__Linni)_20250818_175807.png,1024,1024,0.02494,0.015586,0.037368,0.598027,0.961402,0.80506,78.82
Billig_jeans_(feat__Linni),all_images_h2/prompt-frozen_steps-10/Billig_jeans_(feat__Linni)_20250818_175839.png,1024,1024,0.025374,0.01525,0.039261,0.610953,0.934942,0.886032,81.06
Billig_jeans_(feat__Linni),all_images_h2/prompt-frozen_steps-10/Billig_jeans_(feat__Linni)_20250818_175911.png,1024,1024,0.017669,0.009091,0.029398,0.381249,0.448661,0.464214,43.14
Blinding_Lights,all_images_h2/prompt-frozen_steps-10/Blinding_Lights_20250818_182443.png,1024,1024,0.010228,0.0056,0.024382,0.159422,0.172976,0.249689,19.4
Blinding_Lights,all_images_h2/prompt-frozen_steps-10/Blinding_Lights_20250818_182543.png,1024,1024,0.021223,0.009724,0.031496,0.487204,0.498593,0.553949,51.32
Blinding_Lights,all_images_h2/prompt-frozen_steps-10/Blinding_Lights_20250818_182640.png,1024,1024,0.012707,0.006019,0.025455,0.233318,0.206038,0.295587,24.5
Blinding_Lights,all_images_h2/prompt-frozen_steps-10/Blinding_Lights_20250818_182733.png,1024,1024,0.010857,0.006293,0.025313,0.178157,0.227712,0.289512,23.18
Blinding_Lights,all_images_h2/prompt-frozen_steps-10/Blinding_Lights_20250818_182829.png,1024,1024,0.015313,0.008654,0.029234,0.311016,0.414131,0.457209,39.41
Blinding_Lights,all_images_h2/prompt-frozen_steps-10/Blinding_Lights_20250818_182924.png,1024,1024,0.017474,0.008917,0.029524,0.375438,0.434914,0.469618,42.67
Blinding_Lights,all_images_h2/prompt-frozen_steps-10/Blinding_Lights_20250818_183020.png,1024,1024,0.01565,0.011421,0.030795,0.321041,0.632624,0.523984,49.25
Blinding_Lights,all_images_h2/prompt-frozen_steps-10/Blinding_Lights_20250818_183053.png,1024,1024,0.014197,0.009973,0.027911,0.277742,0.518246,0.400632,39.89
Blinding_Lights,all_images_h2/prompt-frozen_steps-10/Blinding_Lights_20250818_183125.png,1024,1024,0.014599,0.009685,0.028547,0.289733,0.495538,0.427836,40.44
Blinding_Lights,all_images_h2/prompt-frozen_steps-10/Blinding_Lights_20250818_183158.png,1024,1024,0.035088,0.014827,0.038376,0.900566,0.901545,0.848187,88.34
Claude_Debussy__Clair_de_Lune,all_images_h2/prompt-frozen_steps-10/Claude_Debussy__Clair_de_Lune_20250818_171929.png,1024,1024,0.014602,0.005037,0.024119,0.289797,0.128547,0.238445,21.89
Claude_Debussy__Clair_de_Lune,all_images_h2/prompt-frozen_steps-10/Claude_Debussy__Clair_de_Lune_20250818_172024.png,1024,1024,0.00563,0.004054,0.019009,0.022314,0.05095,0.019909,3.11
Claude_Debussy__Clair_de_Lune,all_images_h2/prompt-frozen_steps-10/Claude_Debussy__Clair_de_Lune_20250818_172119.png,1024,1024,0.006528,0.003175,0.019417,0.049096,0.0,0.037365,2.88
Claude_Debussy__Clair_de_Lune,all_images_h2/prompt-frozen_steps-10/Claude_Debussy__Clair_de_Lune_20250818_172210.png,1024,1024,0.004587,0.00252,0.015747,0.0,0.0,0.0,0.0
Claude_Debussy__Clair_de_Lune,all_images_h2/prompt-frozen_steps-10/Claude_Debussy__Clair_de_Lune_20250818_172304.png,1024,1024,0.004269,0.003715,0.0172,0.0,0.024186,0.0,0.81
Claude_Debussy__Clair_de_Lune,all_images_h2/prompt-frozen_steps-10/Claude_Debussy__Clair_de_Lune_20250818_172358.png,1024,1024,0.004897,0.003497,0.018657,0.000462,0.006968,0.004871,0.41
Claude_Debussy__Clair_de_Lune,all_images_h2/prompt-frozen_steps-10/Claude_Debussy__Clair_de_Lune_20250818_172452.png,1024,1024,0.008523,0.008618,0.024253,0.108568,0.411307,0.244174,25.47
Claude_Debussy__Clair_de_Lune,all_images_h2/prompt-frozen_steps-10/Claude_Debussy__Clair_de_Lune_20250818_172524.png,1024,1024,0.0053,0.002924,0.016198,0.012504,0.0,0.0,0.42
